Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;A;Class;ClassNo.
5,719;128,546;0,284;144,235;0,08337;8,671;3,000;23,242;104,369;24,177;144,473;0,000;0,422;2897,541;15,201;16,391;5,008;14,350;91,727;21,183;0,596;8,814;0,930;5,564;5698488,305;adhesive;3
10,838;145,229;0,742;241,844;0,2191;15,135;1,575;7,600;101,153;44,076;185,853;0,000;0,705;2997,444;27,504;29,032;8,575;16,482;91,065;41,892;1,088;18,476;1,521;10,741;5698488,305;adhesive;3
15,968;184,761;0,274;220,948;0,2758;24,065;2,149;8,159;138,441;46,321;148,425;0,300;0,816;2672,583;35,613;65,466;7,454;16,065;95,582;82,424;0,947;30,950;3,169;14,171;5698488,305;adhesive;3
13,379;204,359;0,762;206,785;0,2420;21,155;2,496;10,667;158,670;45,689;153,332;169,700;0,752;2752,259;27,449;60,177;7,674;15,511;92,007;73,954;0,998;24,603;3,001;11,228;5698488,305;adhesive;3
8,511;186,504;0,241;168,302;0,1400;14,481;2,758;13,448;142,850;43,653;160,177;175,700;0,561;2850,052;14,684;39,699;9,527;16,059;87,121;49,292;0,985;12,435;2,409;6,278;5698488,305;adhesive;3
4,780;64,956;0,576;137,814;0,06987;6,086;0,512;3,952;38,989;25,967;110,192;176,600;0,383;2928,497;15,258;7,868;4,399;11,072;92,017;13,443;0,568;7,489;0,393;5,252;5698488,305;adhesive;3
4,085;65,480;0,215;143,316;0,08705;5,282;0,239;3,965;40,555;24,925;40,278;180,000;0,433;2713,916;12,456;6,486;5,144;11,691;90,082;11,191;0,568;6,367;0,319;4,498;5698488,305;adhesive;3
4,578;80,233;0,330;133,667;0,06730;6,066;0,886;7,052;55,708;24,525;90,142;175,600;0,375;2891,385;14,015;8,512;5,015;11,364;90,831;12,840;0,583;7,014;0,434;4,975;5698488,305;adhesive;3
4,010;55,252;0,199;133,881;0,07539;5,067;0,112;3,443;29,927;25,325;44,471;179,900;0,401;2785,854;12,923;5,288;4,706;9,991;90,700;10,096;0,542;6,120;0,264;4,522;5698488,305;adhesive;3
5,026;97,897;0,570;137,424;0,07204;7,174;1,929;13,787;65,880;32,017;209,701;180,000;0,389;2863,243;15,025;12,369;5,495;10,608;90,849;14,098;0,628;7,309;0,632;5,280;5698488,305;adhesive;3
5,161;105,247;0,571;146,166;0,07757;6,717;0,891;6,650;79,408;25,839;155,896;177,400;0,403;2944,678;15,691;9,247;4,708;12,805;91,406;15,057;0,607;8,324;0,460;5,594;5698488,305;adhesive;3
5,143;94,524;0,471;162,024;0,09306;6,923;1,128;7,046;69,742;24,782;81,741;180,000;0,443;3034,732;15,093;11,286;4,940;12,553;90,710;16,447;0,614;8,057;0,583;5,448;5698488,305;adhesive;3
4,639;75,053;0,648;153,260;0,08451;6,162;0,854;4,942;40,052;35,001;74,800;0,000;0,422;3006,766;13,171;9,858;4,793;14,182;90,907;15,293;0,554;7,631;0,492;4,883;5698488,305;adhesive;3
3,742;61,305;0,291;126,585;0,06367;4,767;0,304;3,880;39,263;22,042;59,281;178,500;0,365;2808,015;11,709;5,505;4,278;11,762;91,133;10,088;0,493;5,925;0,268;4,119;5698488,305;adhesive;3
4,563;72,603;0,568;158,477;0,08615;6,000;0,724;4,968;46,047;26,557;67,452;179,500;0,426;3073,778;13,589;8,818;4,719;12,500;90,394;13,723;0,568;7,245;0,443;4,947;5698488,305;adhesive;3
4,351;79,027;0,330;141,310;0,07530;5,918;1,237;8,802;57,053;21,974;77,083;179,800;0,398;2936,939;12,908;9,073;4,668;11,959;90,286;12,548;0,560;6,631;0,472;4,613;5698488,305;adhesive;3
4,801;146,044;0,339;145,455;0,08009;8,331;5,485;59,365;121,760;24,284;96,613;179,700;0,412;3009,756;13,251;15,276;5,451;10,723;88,971;12,758;0,627;6,557;0,792;4,808;5698488,305;adhesive;3
5,405;90,788;0,431;161,963;0,09258;7,310;1,131;6,432;62,740;28,048;119,382;175,800;0,442;3038,425;15,466;12,606;5,081;13,000;90,540;18,528;0,638;8,453;0,659;5,633;5698488,305;adhesive;3
5,174;74,345;0,279;142,486;0,07955;6,871;0,820;5,441;47,366;26,980;162,083;0,000;0,410;2852,338;15,440;10,808;5,366;11,691;90,115;15,921;0,659;7,933;0,552;5,542;5698488,305;adhesive;3
5,836;156,709;0,389;140,194;0,08411;11,203;4,632;34,317;123,021;33,689;161,934;160,300;0,427;2938,522;11,975;28,070;5,603;13,699;88,985;33,075;0,613;7,127;1,724;4,537;5698488,305;adhesive;3
4,045;93,303;0,777;130,839;0,06418;6,356;3,527;31,071;72,109;21,194;116,191;178,900;0,366;2950,658;11,365;12,282;4,430;11,106;90,194;12,733;0,503;5,686;0,646;4,052;5698488,305;adhesive;3
5,013;72,302;0,326;135,598;0,06881;6,475;0,619;4,386;47,886;24,416;345,308;175,700;0,380;2983,373;14,906;8,834;5,211;13,691;91,645;14,776;0,605;8,155;0,432;5,361;5698488,305;adhesive;3
