Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;A;Class;ClassNo.
2,907;45,656;0,912;167,086;0,07883;3,657;0,046;3,177;28,375;17,281;51,054;135,100;0,405;3784,357;9,353;3,608;3,439;10,021;90,219;7,187;0,405;4,437;0,180;3,282;5698488,305;erosive;2
2,943;42,933;0,960;170,801;0,08257;3,731;0,101;3,323;23,713;19,220;51,733;122,200;0,415;3783,477;9,303;3,985;3,544;10,584;90,076;7,589;0,410;4,519;0,198;3,299;5698488,305;erosive;2
2,925;40,897;0,907;171,233;0,08253;3,730;0,014;3,510;23,428;17,469;49,696;99,600;0,415;3780,663;9,207;3,907;3,901;10,180;89,760;7,345;0,431;4,410;0,195;3,267;5698488,305;erosive;2
3,050;61,057;0,859;170,871;0,08368;3,934;-0,143;4,010;36,028;25,029;50,068;134,900;0,418;3761,667;9,472;4,086;4,582;10,314;89,644;7,659;0,476;4,563;0,203;3,365;5698488,305;erosive;2
3,107;46,919;0,916;165,454;0,07958;3,994;0,065;3,814;24,249;22,670;54,742;142,000;0,407;3740,385;9,642;4,452;4,184;10,792;89,803;8,087;0,459;4,730;0,221;3,429;5698488,305;erosive;2
3,040;50,380;0,920;165,938;0,07956;3,896;-0,044;3,622;27,402;22,978;51,895;166,300;0,407;3748,124;9,443;4,082;4,248;10,600;89,531;7,734;0,462;4,600;0,203;3,369;5698488,305;erosive;2
3,043;48,005;0,874;173,363;0,08536;3,893;0,088;3,841;26,501;21,504;50,160;90,000;0,422;3794,558;9,640;4,257;4,045;10,134;90,285;7,747;0,445;4,586;0,213;3,358;5698488,305;erosive;2
2,899;50,291;0,935;165,035;0,07756;3,682;0,135;3,483;27,796;22,494;50,365;0,000;0,402;3786,643;9,156;3,981;3,497;10,632;90,138;7,445;0,402;4,461;0,197;3,251;5698488,305;erosive;2
3,039;46,873;0,881;171,639;0,08297;3,921;-0,172;4,264;21,784;25,089;53,922;161,200;0,416;3805,815;9,531;4,041;4,531;10,473;90,342;7,719;0,463;4,594;0,201;3,338;5698488,305;erosive;2
3,000;48,936;0,952;172,950;0,08406;3,782;0,045;3,261;30,683;18,253;52,944;120,000;0,419;3797,900;9,629;3,762;3,631;10,210;90,463;7,505;0,416;4,596;0,188;3,378;5698488,305;erosive;2
2,954;46,977;0,926;176,700;0,08798;3,774;0,126;3,692;19,668;27,309;51,412;168,500;0,429;3883,732;9,262;4,258;3,576;10,617;89,980;7,687;0,411;4,513;0,212;3,302;5698488,305;erosive;2
2,947;40,785;0,924;172,799;0,08442;3,741;0,163;3,435;25,029;15,757;50,336;136,900;0,420;3806,342;9,269;4,031;3,480;10,923;90,037;7,556;0,409;4,553;0,200;3,297;5698488,305;erosive;2
2,978;42,441;0,940;172,875;0,08371;3,779;0,028;3,278;26,008;16,434;52,364;161,800;0,418;3777,673;9,379;3,869;3,817;10,466;89,663;7,504;0,433;4,544;0,192;3,339;5698488,305;erosive;2
3,087;50,981;0,896;171,099;0,08375;3,964;-0,034;3,723;21,225;29,756;53,585;147,400;0,418;3792,623;9,557;4,251;4,322;10,649;89,488;7,948;0,472;4,660;0,211;3,404;5698488,305;erosive;2
3,017;44,444;0,887;169,896;0,08232;3,837;0,043;3,376;23,235;21,209;51,547;94,500;0,414;3779,432;9,505;4,080;3,856;10,570;89,964;7,748;0,438;4,612;0,202;3,351;5698488,305;erosive;2
2,958;55,567;0,920;162,854;0,07618;3,773;0,091;3,659;38,183;17,384;53,073;139,200;0,398;3768,703;9,269;4,065;3,738;10,480;89,663;7,528;0,424;4,502;0,202;3,313;5698488,305;erosive;2
2,848;40,468;0,967;167,011;0,07798;3,611;0,014;3,393;20,443;20,025;50,623;52,300;0,403;3770,462;9,064;3,655;3,596;9,943;89,801;7,049;0,413;4,293;0,183;3,196;5698488,305;erosive;2
3,061;44,869;0,954;169,738;0,08254;3,909;-0,101;3,958;18,657;26,212;56,131;77,100;0,415;3780,311;9,731;3,967;4,129;10,242;90,417;7,709;0,446;4,646;0,198;3,404;5698488,305;erosive;2
2,982;45,653;0,972;171,514;0,08351;3,789;0,157;3,408;24,465;21,189;55,329;40,000;0,418;3807,046;9,393;4,167;3,591;10,964;90,465;7,809;0,412;4,607;0,207;3,316;5698488,305;erosive;2
2,953;39,339;0,990;174,087;0,08517;3,758;0,155;3,429;20,238;19,101;51,778;43,200;0,422;3800,186;9,255;4,208;3,508;10,865;90,018;7,751;0,409;4,551;0,209;3,297;5698488,305;erosive;2
3,035;42,560;0,946;177,264;0,08746;3,879;0,048;3,636;22,167;20,393;53,608;148,500;0,428;3801,242;9,568;4,188;4,052;10,478;90,311;7,808;0,440;4,621;0,208;3,362;5698488,305;erosive;2
3,069;62,558;0,960;176,705;0,08785;3,967;-0,017;4,241;38,382;24,177;54,548;132,000;0,429;3775,738;9,454;4,332;4,362;10,953;89,672;7,982;0,468;4,663;0,214;3,365;5698488,305;erosive;2
3,074;40,780;0,912;171,649;0,08310;3,924;0,129;3,456;22,477;18,303;54,280;164,200;0,416;3771,693;9,554;4,369;3,894;11,286;90,085;8,123;0,437;4,769;0,215;3,400;5698488,305;erosive;2
3,064;45,789;0,856;168,626;0,08119;3,881;-0,050;3,533;18,700;27,089;51,695;120,900;0,411;3754,984;9,792;3,854;3,872;9,798;89,877;7,579;0,444;4,613;0,193;3,446;5698488,305;erosive;2
2,948;42,123;0,964;166,379;0,07809;3,741;0,132;3,349;23,969;18,154;52,227;90,000;0,403;3756,039;9,321;4,094;3,525;10,726;90,298;7,684;0,408;4,555;0,202;3,292;5698488,305;erosive;2
2,923;46,179;0,923;165,291;0,07747;3,719;0,078;3,421;24,265;21,914;51,333;175,600;0,402;3753,577;9,173;4,051;3,657;10,483;89,784;7,547;0,420;4,438;0,201;3,255;5698488,305;erosive;2
2,996;46,012;0,973;173,164;0,08440;3,817;0,139;3,559;25,502;20,510;52,315;42,700;0,420;3748,828;9,451;4,226;3,698;10,600;90,271;7,742;0,420;4,593;0,210;3,335;5698488,305;erosive;2
2,997;45,281;0,971;171,784;0,08283;3,818;0,085;3,444;27,419;17,862;55,105;9,600;0,416;3788,226;9,408;4,150;3,799;10,468;89,688;7,715;0,436;4,555;0,206;3,331;5698488,305;erosive;2
3,130;64,888;0,915;172,259;0,08460;4,098;-0,552;6,949;25,254;39,634;57,912;22,000;0,420;3768,175;9,635;4,046;4,698;10,498;89,150;7,792;0,493;4,695;0,201;3,481;5698488,305;erosive;2
3,032;45,241;0,912;175,721;0,08755;3,845;0,096;3,372;27,184;18,057;51,712;117,300;0,428;3786,467;9,566;4,030;3,660;10,548;89,701;7,691;0,433;4,641;0,200;3,395;5698488,305;erosive;2
3,011;53,708;0,960;175,417;0,08724;3,858;0,024;3,836;32,332;21,375;52,728;42,400;0,427;3791,744;9,458;4,161;3,998;10,499;90,046;7,691;0,441;4,574;0,207;3,333;5698488,305;erosive;2
3,196;42,813;0,845;175,304;0,08736;4,053;0,170;3,341;21,872;20,940;53,358;89,700;0,427;3761,316;10,144;4,522;3,737;10,858;90,784;8,453;0,430;4,966;0,224;3,561;5698488,305;erosive;2
3,273;50,293;0,945;169,069;0,08104;4,367;-0,732;6,368;18,374;31,919;77,434;113,500;0,411;3746,365;9,871;4,133;6,080;10,002;88,689;7,836;0,593;4,710;0,207;3,534;5698488,305;erosive;2
3,055;45,116;0,906;171,724;0,08357;3,892;0,000;3,527;22,861;22,255;54,793;125,700;0,418;3785,412;9,627;4,084;3,988;10,416;90,005;7,785;0,443;4,644;0,203;3,407;5698488,305;erosive;2
2,949;41,900;0,924;164,627;0,07734;3,763;0,017;3,537;21,244;20,656;53,752;95,100;0,401;3783,125;9,244;3,942;3,879;10,490;89,716;7,450;0,432;4,484;0,196;3,293;5698488,305;erosive;2
2,972;41,205;0,904;166,167;0,07818;3,798;0,095;3,657;23,708;17,497;54,037;116,000;0,403;3763,074;9,243;4,069;3,883;10,848;89,683;7,587;0,431;4,553;0,201;3,317;5698488,305;erosive;2
2,910;54,262;0,960;168,489;0,08129;3,762;0,073;4,147;34,392;19,870;51,077;160,500;0,412;3785,940;8,922;4,116;4,112;10,784;89,308;7,353;0,444;4,374;0,205;3,212;5698488,305;erosive;2
2,980;43,549;0,986;169,555;0,08173;3,767;0,034;3,388;25,677;17,872;52,300;163,400;0,413;3764,306;9,554;3,799;3,706;9,936;90,321;7,419;0,419;4,523;0,190;3,357;5698488,305;erosive;2
2,984;46,013;0,928;167,358;0,08027;3,838;-0,076;3,928;20,457;25,557;52,565;101,400;0,409;3760,260;9,245;4,092;4,154;10,727;89,626;7,649;0,448;4,534;0,202;3,310;5698488,305;erosive;2
2,947;52,799;0,931;173,199;0,08476;3,758;0,141;3,581;37,458;15,341;50,724;84,900;0,421;3818,478;9,188;4,150;3,638;10,730;89,556;7,638;0,421;4,506;0,206;3,295;5698488,305;erosive;2
3,069;44,726;0,857;173,980;0,08487;3,907;0,069;3,563;24,576;20,150;53,726;120,800;0,421;3815,137;9,675;4,156;3,884;10,593;90,235;7,836;0,435;4,689;0,206;3,421;5698488,305;erosive;2
3,138;44,746;0,952;173,686;0,08465;3,982;-0,093;3,492;18,149;26,597;55,863;143,200;0,420;3743,375;10,000;3,905;4,188;9,763;89,858;7,730;0,464;4,709;0,196;3,524;5698488,305;erosive;2
2,545;42,935;0,945;162,851;0,07565;3,284;-0,029;4,099;19,856;23,079;44,122;149,700;0,397;3860,515;7,876;3,553;3,606;10,661;89,581;6,507;0,389;3,839;0,177;2,799;5698488,305;erosive;2
2,459;38,736;0,907;156,954;0,07066;3,148;0,074;3,698;20,400;18,336;43,989;125,700;0,383;3818,478;7,652;3,465;3,161;10,765;89,716;6,369;0,356;3,747;0,172;2,731;5698488,305;erosive;2
2,570;48,571;0,898;158,462;0,07172;3,274;0,109;3,513;28,753;19,818;44,673;126,900;0,386;3796,317;8,076;3,617;3,180;10,415;89,759;6,640;0,365;3,911;0,180;2,875;5698488,305;erosive;2
2,601;38,962;0,901;161,160;0,07329;3,320;0,180;3,842;22,685;16,276;46,480;138,100;0,390;3837,298;8,237;3,643;3,221;10,262;90,174;6,593;0,367;3,945;0,182;2,897;5698488,305;erosive;2
2,672;37,235;0,963;163,365;0,07621;3,419;0,143;3,581;20,110;17,124;47,429;162,100;0,398;3807,925;8,335;3,858;3,415;10,909;90,044;7,041;0,382;4,102;0,191;2,956;5698488,305;erosive;2
2,796;42,258;0,918;164,112;0,07677;3,570;0,004;3,482;23,344;18,914;50,327;148,700;0,400;3798,252;8,735;3,756;3,762;10,421;89,526;7,065;0,418;4,227;0,187;3,112;5698488,305;erosive;2
2,919;42,056;0,835;164,490;0,07688;3,759;0,030;3,730;24,364;17,693;47,767;119,600;0,400;3726,138;8,997;4,151;4,102;10,574;89,287;7,511;0,448;4,384;0,207;3,213;5698488,305;erosive;2
2,987;42,109;0,894;159,321;0,07374;3,819;0,056;3,605;21,607;20,501;51,962;148,000;0,391;3711,540;9,311;4,102;3,928;10,876;89,900;7,684;0,434;4,576;0,203;3,316;5698488,305;erosive;2
3,253;44,339;0,943;164,055;0,07931;4,159;0,069;3,579;21,883;22,457;54,817;137,400;0,407;3670,559;10,174;4,489;4,247;10,585;89,774;8,297;0,475;4,940;0,224;3,613;5698488,305;erosive;2
2,595;40,431;0,941;159,915;0,07327;3,315;0,046;3,556;19,517;20,914;45,459;159,500;0,390;3784,884;8,148;3,587;3,453;10,275;89,818;6,631;0,384;3,909;0,179;2,877;5698488,305;erosive;2
2,524;45,688;0,849;156,346;0,06936;3,222;0,010;3,574;24,575;21,112;42,919;143,200;0,379;3783,301;7,905;3,379;3,365;10,504;89,772;6,404;0,373;3,826;0,168;2,806;5698488,305;erosive;2
2,617;49,243;0,953;158,912;0,07166;3,313;0,076;3,362;25,031;24,212;48,205;111,900;0,386;3812,850;8,341;3,481;3,186;10,461;90,442;6,712;0,365;4,022;0,173;2,924;5698488,305;erosive;2
2,690;64,047;0,900;161,381;0,07404;3,481;0,538;8,423;48,653;15,394;49,937;105,900;0,392;3822,348;8,424;3,874;3,352;10,608;89,924;6,903;0,382;4,099;0,193;2,989;5698488,305;erosive;2
